cpu,memory,disk,network_in,network_out,label
41.47,39.13,26.31,311.9,357.57,0
64.23,44.47,36.67,662.92,265.93,0
59.09,52.38,32.27,515.65,625.17,0
27.32,28.09,28.21,1679.49,479.45,0
34.5,31.2,29.0,2312.65,511.93,0
98.08,98.13,87.13,6530.03,3131.54,1
52.85,44.5,37.34,253.72,408.19,0
55.92,54.58,34.65,138.76,481.02,0
43.86,32.12,39.23,91.57,122.49,0
39.07,42.35,25.32,723.11,32.82,0
46.95,55.72,36.33,1136.53,453.1,0
57.96,46.01,35.61,703.82,1365.94,0
25.97,42.0,34.95,1197.22,999.32,0
50.96,60.44,34.48,2460.41,40.65,0
49.61,27.67,31.35,0.25,333.79,0
47.21,40.42,41.65,53.38,217.26,0
86.83,93.51,93.12,6394.68,4828.67,1
48.65,42.8,30.06,1730.63,350.42,0
27.34,37.65,31.92,2546.68,65.02,0
45.7,28.8,39.29,1502.23,141.45,0
52.38,35.34,34.33,4000.0,829.99,0
55.9,64.26,53.06,1497.83,68.21,0
52.33,38.96,55.19,281.37,345.29,0
54.19,46.38,36.55,1938.07,472.83,0
22.45,38.8,46.26,2208.14,51.92,0
65.91,41.19,41.24,334.82,22.25,0
44.65,44.61,37.31,38.8,2.92,0
43.25,35.42,42.46,709.58,88.71,0
44.48,58.07,36.51,13.33,1012.81,0
5.2,41.37,49.98,218.69,162.06,0
37.94,49.15,40.95,298.9,40.54,0
54.06,60.22,58.88,956.23,484.15,0
14.11,35.7,60.57,552.11,28.6,0
42.6,45.41,43.67,464.37,677.54,0
24.84,68.8,33.39,1353.84,2.14,0
88.03,34.63,50.1,1658.29,251.56,1
49.97,45.63,30.77,5.61,704.05,0
44.85,63.49,33.7,113.67,92.64,0
36.38,31.04,47.5,380.14,85.93,0
19.51,33.36,38.08,763.87,277.32,0
29.8,51.22,35.43,918.38,240.71,0
38.76,50.82,42.78,3049.74,309.17,0
39.41,53.82,46.25,2351.63,1347.59,0
38.78,53.42,37.37,219.13,486.92,0
49.5,43.71,32.81,896.49,120.04,0
16.28,40.49,50.73,926.73,89.64,0
23.45,63.01,34.1,2367.72,1050.43,0
21.1,40.37,47.0,740.07,132.14,0
48.67,45.08,47.63,2912.36,189.66,0
34.94,46.01,30.26,269.24,489.15,0
38.17,91.02,31.45,263.71,7.86,1
36.42,47.89,23.87,1060.39,156.4,0
75.0,55.55,36.24,2040.1,402.15,0
67.78,60.05,49.46,1814.06,199.36,0
38.05,41.07,15.0,365.06,45.56,0
50.63,26.03,36.02,243.15,280.11,0
75.0,34.12,41.8,73.57,37.5,0
25.36,61.69,17.52,615.22,54.9,0
55.38,50.34,42.9,571.03,82.62,0
36.97,33.26,47.14,1463.09,648.38,0
43.8,62.61,41.83,366.98,445.97,0
35.36,56.72,33.44,365.0,705.95,0
59.19,37.39,65.0,161.5,308.6,0
22.42,31.02,39.48,355.99,702.95,0
48.08,29.69,37.39,262.33,1117.37,0
43.79,54.97,30.03,4000.0,607.19,0
25.93,54.93,51.97,3105.03,226.47,0
54.46,31.23,26.57,164.36,862.23,0
43.43,70.0,52.94,1260.96,274.29,0
26.72,41.41,34.69,473.83,687.45,0
55.74,42.39,46.13,54.48,360.03,0
41.76,57.99,27.26,131.08,520.1,0
30.98,36.91,37.19,1944.61,614.95,0
29.26,49.7,38.22,290.22,106.46,0
36.49,58.02,39.24,4000.0,2000.0,0
5.0,53.67,33.77,1161.28,362.51,0
45.74,19.51,45.92,2843.37,592.33,0
27.28,52.73,38.46,295.76,107.01,0
54.64,39.82,47.03,737.95,971.38,0
57.03,32.06,44.03,328.76,64.58,0
30.64,51.41,38.07,2353.72,384.34,0
64.58,42.87,34.33,233.0,167.47,0
59.07,39.02,48.05,1529.23,797.71,0
33.88,53.28,25.59,547.41,17.14,0
67.39,45.87,40.57,376.08,773.73,0
54.35,49.74,30.89,1153.26,648.29,0
50.83,33.59,31.68,1619.42,11.89,0
49.39,47.62,25.81,1069.3,295.4,0
41.08,64.67,53.0,712.47,19.95,0
8.19,42.13,18.67,945.07,88.26,0
6.92,37.35,47.95,3156.22,217.91,0
47.51,26.69,49.0,2096.82,495.37,0
41.05,35.69,41.37,852.45,70.01,0
46.72,48.45,65.0,223.92,922.8,0
27.04,45.5,52.35,223.47,23.23,0
40.73,31.06,53.66,372.02,451.65,0
32.06,60.47,33.24,114.13,381.11,0
35.96,46.28,43.16,1672.62,525.06,0
30.66,55.93,32.49,419.21,183.26,0
41.8,26.92,25.83,2865.69,300.72,0
40.71,70.0,27.87,1081.48,459.79,0
19.15,57.7,30.72,478.95,72.4,0
36.63,59.01,45.48,18.73,660.29,0
27.3,33.98,42.34,1003.85,794.47,0
60.72,70.0,33.53,1696.63,41.31,0
46.15,94.77,34.87,166.0,16.62,1
41.33,28.54,42.94,261.39,418.22,0
20.79,56.68,40.32,831.83,440.68,0
55.6,23.61,57.15,294.88,327.24,0
61.62,60.49,36.33,412.77,331.34,0
57.3,70.0,43.5,331.09,451.27,0
30.32,42.75,50.86,169.24,391.06,0
66.08,46.86,41.7,500.9,2000.0,0
28.97,51.85,42.87,992.11,458.38,0
39.6,70.0,58.64,140.54,388.4,0
51.38,34.39,48.94,760.62,213.84,0
50.74,50.79,58.58,139.42,203.46,0
74.72,66.42,53.16,28.85,321.81,0
21.41,38.66,30.88,190.79,385.58,0
38.11,56.43,32.86,272.67,13.67,0
58.57,17.97,49.61,145.05,144.81,0
44.75,52.55,16.29,553.72,70.34,0
28.86,49.47,40.5,477.88,218.8,0
46.44,25.49,37.41,78.07,397.49,0
62.67,36.16,27.03,395.95,376.71,0
40.53,52.92,30.1,780.96,181.31,0
49.78,47.25,44.18,411.49,857.39,0
37.66,49.88,25.9,678.36,680.26,0
24.3,48.96,38.41,335.58,87.04,0
11.85,43.45,52.52,739.92,894.03,0
41.9,51.25,34.97,257.26,158.95,0
40.87,34.84,52.91,168.73,736.02,0
42.19,57.33,41.03,703.43,341.81,0
37.29,53.76,38.95,105.83,84.04,0
40.08,51.41,51.98,108.22,435.46,0
56.45,36.53,64.36,1056.15,237.73,0
27.49,30.47,43.48,704.72,367.64,0
98.36,86.32,96.51,6181.47,4282.65,1
22.77,44.19,42.68,997.34,309.42,0
22.08,52.01,31.41,482.98,284.13,0
47.1,30.06,52.81,1752.22,657.86,0
67.73,42.89,37.81,224.08,20.21,0
43.16,65.13,41.45,422.82,30.83,0
8.77,35.72,38.17,235.71,664.82,0
51.77,34.9,39.21,12.57,1045.08,0
29.51,35.69,52.2,3535.11,144.16,0
42.92,30.98,44.67,1115.72,234.68,0
42.58,54.12,44.73,2361.77,128.84,0
29.9,45.15,51.04,1222.32,258.17,0
31.03,38.17,42.11,1992.08,568.39,0
5.0,34.91,32.41,141.23,371.55,0
59.58,37.12,33.46,1063.8,302.21,0
43.46,52.93,28.76,684.21,824.58,0
47.47,21.64,26.9,1280.83,115.77,0
35.72,52.81,41.01,1280.72,137.81,0
75.0,28.15,40.89,334.68,374.37,0
49.64,35.25,15.0,590.4,23.15,0
12.37,54.38,35.35,711.08,94.13,0
35.37,61.19,37.33,2008.32,624.21,0
22.16,52.6,44.64,1940.46,262.39,0
37.28,36.67,34.03,22.36,449.63,0
90.98,86.47,84.43,6241.69,3443.88,1
48.73,20.82,41.32,334.44,66.61,0
51.73,52.36,49.09,566.53,528.27,0
50.84,53.32,40.15,387.91,64.06,0
48.81,38.19,37.2,72.52,66.24,0
39.14,51.04,47.43,448.98,475.16,0
61.77,28.66,44.01,707.65,370.52,0
39.26,48.98,29.94,848.87,227.5,0
43.59,54.11,36.92,75.88,86.07,0
50.2,48.71,30.69,693.12,158.35,0
57.37,38.79,41.39,4.52,415.59,0
46.2,50.03,41.83,308.43,86.21,0
10.95,62.21,35.86,431.42,340.69,0
5.0,16.62,41.05,424.36,195.82,0
33.93,49.4,42.55,621.39,147.72,0
42.37,39.58,22.03,73.32,251.19,0
89.24,42.28,25.86,109.09,585.04,1
36.78,53.0,38.06,473.69,0.08,0
61.8,34.94,49.94,119.56,69.21,0
43.96,33.53,24.83,1023.65,278.41,0
47.58,56.1,42.82,864.76,467.07,0
55.67,99.26,32.41,398.66,399.48,1
50.17,35.8,54.74,730.78,911.01,0
16.97,51.52,38.6,502.27,18.12,0
36.03,44.58,46.18,2351.31,5.92,0
15.09,46.14,35.45,779.75,309.08,0
18.76,42.13,45.02,106.89,918.95,0
66.58,12.91,51.11,697.84,372.43,0
38.07,37.37,45.98,1703.54,254.87,0
28.03,47.5,42.82,2169.19,293.26,0
75.0,43.82,44.03,49.85,559.41,0
56.82,38.34,42.51,169.62,690.46,0
36.23,57.57,25.82,722.97,1223.08,0
26.31,28.84,44.02,183.49,51.12,0
63.47,26.34,44.59,475.28,527.01,0
70.91,45.41,50.56,672.14,568.21,0
57.43,27.09,38.84,477.02,322.7,0
46.06,19.06,33.85,1234.61,410.65,0
74.07,53.12,34.15,2234.52,232.67,0
29.47,28.3,15.42,194.09,14.35,0
31.57,35.06,52.84,1380.72,293.79,0
5.0,32.9,28.7,64.59,91.44,0
46.3,57.19,29.29,177.18,414.98,0
54.52,65.55,35.24,244.4,1674.63,0
11.95,49.98,30.12,300.42,249.55,0
22.92,59.3,36.88,2070.14,890.34,0
62.85,50.17,32.94,211.51,784.92,0
36.86,58.18,23.19,1143.48,531.08,0
50.18,52.66,31.14,861.98,359.59,0
20.81,51.72,45.69,419.41,117.93,0
29.08,47.77,45.59,627.82,517.33,0
55.34,63.95,62.69,240.75,309.35,0
31.73,30.48,44.2,70.62,55.06,0
56.37,40.65,58.7,1463.04,299.98,0
38.86,24.41,42.28,60.22,45.13,0
36.88,41.9,41.05,4000.0,129.66,0
36.48,39.19,28.07,1307.72,294.89,0
37.91,51.7,56.76,303.64,383.94,0
47.22,49.68,52.81,935.43,293.25,0
53.09,51.67,56.49,360.45,1168.99,0
32.13,47.46,25.27,63.49,1083.03,0
48.8,53.27,37.2,356.91,141.59,0
20.95,43.26,41.05,643.87,191.93,0
57.86,48.68,52.26,2019.6,355.65,0
49.7,54.51,40.34,1150.64,169.97,0
56.9,35.33,17.76,502.07,200.61,0
29.25,35.86,33.32,53.35,1307.18,0
51.68,43.59,48.23,1663.36,368.37,0
16.52,61.97,35.59,16.85,378.55,0
70.15,40.36,45.95,1007.41,402.48,0
27.67,60.02,33.1,769.77,203.23,0
56.18,70.0,37.75,1030.55,398.39,0
41.16,54.25,49.39,854.1,1016.72,0
39.72,25.42,45.0,178.16,1187.33,0
19.16,29.99,20.57,212.53,743.28,0
71.87,47.09,40.55,214.77,296.46,0
37.09,32.83,57.44,52.08,282.61,0
62.16,62.1,50.62,273.65,443.19,0
36.6,41.63,44.3,713.2,67.76,0
67.74,44.51,44.94,2363.58,69.21,0
27.65,61.97,31.75,3542.0,473.65,0
50.44,36.18,44.51,2089.7,1177.63,0
64.65,36.78,41.91,410.3,244.28,0
60.27,53.8,50.05,499.63,784.63,0
48.23,47.61,36.46,1402.11,211.57,0
46.77,49.12,52.57,274.96,480.17,0
41.14,48.07,58.96,402.81,66.16,0
50.72,56.44,26.59,2286.03,45.01,0
48.59,54.83,48.19,754.98,149.09,0
52.94,36.94,36.99,1923.49,142.15,0
29.42,32.96,35.4,1320.26,104.84,0
36.36,64.36,45.44,1409.93,229.43,0
65.53,56.64,31.44,249.29,164.33,0
74.55,68.23,24.3,75.77,86.99,0
75.0,54.87,44.4,1712.02,32.99,0
42.72,58.53,49.75,17.87,219.93,0
24.4,48.94,43.26,1.67,564.48,0
36.35,47.61,44.96,280.76,666.57,0
35.54,36.35,37.06,1364.64,14.82,0
58.44,54.97,48.65,663.98,415.08,0
91.21,89.35,88.35,5892.89,3602.41,1
50.05,42.34,41.97,1192.65,40.48,0
62.79,40.39,26.34,727.63,369.87,0
30.82,46.2,30.21,2427.31,362.98,0
72.48,48.98,42.49,988.27,475.94,0
25.21,65.46,49.16,142.28,53.72,0
54.85,41.46,45.77,1624.57,613.03,0
48.66,51.51,24.82,950.3,311.43,0
41.22,50.46,33.8,2092.18,92.08,0
14.13,45.92,48.23,1141.85,1571.45,0
47.0,41.76,61.18,1181.22,57.78,0
23.95,55.0,52.1,227.17,687.17,0
30.2,26.29,46.31,119.68,154.12,0
36.46,63.18,51.63,220.02,30.56,0
47.79,44.44,40.87,24.81,75.85,0
48.15,46.49,34.87,341.71,590.41,0
47.44,43.64,37.76,1270.04,162.63,0
29.14,25.76,41.13,426.65,494.99,0
57.9,26.11,43.16,1966.12,650.12,0
42.9,53.24,42.84,18.92,294.88,0
56.13,35.32,63.43,867.02,801.77,0
40.23,96.52,39.68,1074.3,231.27,1
24.9,43.66,45.22,8.18,766.69,0
34.76,50.72,52.08,870.65,1065.4,0
58.7,44.29,41.63,81.66,427.81,0
46.74,97.81,33.17,794.06,680.33,1
62.85,33.26,24.96,1445.55,279.83,0
39.88,40.07,29.92,331.74,988.17,0
54.94,28.61,46.74,793.34,51.41,0
63.21,40.98,39.88,53.43,292.56,0
53.43,41.15,35.33,38.36,519.26,0
23.54,62.58,40.37,2950.8,199.46,0
30.91,43.48,25.79,462.02,357.12,0
23.71,48.36,30.98,334.75,47.31,0
30.37,43.64,41.01,210.6,99.2,0
28.07,33.87,44.53,877.21,284.68,0
41.79,38.85,31.39,252.53,449.04,0
43.39,44.23,40.4,3461.42,89.0,0
31.11,32.39,36.08,1771.35,100.81,0
44.03,62.71,34.89,687.18,986.41,0
59.89,50.17,30.02,5.23,10.66,0
41.66,30.19,54.78,271.92,98.13,0
44.65,47.82,35.78,316.15,195.06,0
51.86,65.25,45.43,1111.56,199.41,0
49.51,43.95,39.24,220.3,116.29,0
64.26,53.39,55.62,1034.0,1259.56,0
47.44,34.52,36.17,271.91,12.91,0
30.38,44.73,65.0,269.62,617.18,0
38.49,53.06,45.2,214.17,330.78,0
53.31,38.96,36.81,610.34,577.57,0
24.87,55.14,52.94,455.89,481.81,0
44.9,48.05,45.03,29.8,261.67,0
35.73,40.48,39.85,1836.96,515.53,0
50.76,40.86,39.52,106.69,618.34,0
49.99,31.58,36.13,85.29,51.77,0
7.15,56.14,21.14,1087.18,588.2,0
24.09,37.87,50.05,329.18,502.6,0
47.38,55.22,32.72,211.88,139.81,0
39.53,57.88,37.89,891.41,342.61,0
59.68,49.94,29.12,634.56,101.17,0
92.44,83.9,97.09,5294.55,4179.35,1
31.96,35.31,45.29,92.65,92.28,0
35.05,46.82,51.84,282.61,152.12,0
71.33,31.4,30.34,1040.95,175.78,0
17.43,45.69,21.64,766.31,98.11,0
35.36,49.88,54.77,547.29,1305.3,0
41.04,61.39,34.99,195.85,45.53,0
12.11,51.39,38.47,273.21,623.4,0
67.99,46.65,29.03,273.39,498.96,0
46.87,38.23,24.93,265.03,118.09,0
42.6,22.84,36.65,2013.6,189.8,0
41.94,14.36,42.94,355.3,241.72,0
17.45,61.31,37.92,566.98,39.09,0
34.86,26.36,58.63,587.6,671.63,0
31.07,35.43,41.35,919.68,451.76,0
32.98,55.41,54.74,1952.39,287.52,0
40.19,47.55,22.7,431.53,25.31,0
91.32,32.41,38.41,827.89,516.31,1
37.89,65.93,45.22,1102.13,148.7,0
50.25,47.3,49.13,342.54,28.19,0
96.85,50.44,39.72,277.31,682.91,1
48.2,53.43,23.17,147.24,72.86,0
39.82,38.53,32.25,517.91,316.13,0
31.16,56.75,30.56,1054.29,48.13,0
93.34,34.13,48.28,17.41,671.45,1
21.44,31.18,38.38,1424.83,44.16,0
68.23,33.72,44.57,16.79,303.32,0
51.14,54.84,37.69,80.57,49.27,0
41.23,62.94,45.61,1348.22,61.59,0
37.07,23.22,40.47,653.63,497.71,0
36.76,27.28,35.26,1513.24,208.15,0
41.98,61.82,40.58,2224.35,287.56,0
53.12,40.37,51.41,352.95,161.01,0
99.54,34.4,51.02,2999.61,171.92,1
19.42,32.04,42.82,1033.37,136.24,0
75.0,32.49,39.97,953.53,376.52,0
41.49,30.13,24.4,2791.07,804.34,0
42.79,49.7,42.62,1096.61,288.13,0
39.8,53.77,45.04,704.49,828.91,0
40.0,41.82,26.41,1501.45,36.57,0
27.3,42.41,38.15,1079.98,1192.26,0
29.98,48.92,48.18,98.5,31.87,0
73.79,33.98,38.31,207.56,1198.02,0
67.57,66.41,45.32,504.24,619.31,0
47.76,23.77,56.78,399.24,727.81,0
47.7,51.82,37.86,641.74,172.56,0
62.35,50.71,47.01,154.95,278.15,0
45.35,41.03,53.85,263.99,22.93,0
32.63,48.87,49.49,2303.14,68.47,0
37.37,41.7,40.97,308.36,164.9,0
49.16,70.0,48.08,3572.54,65.35,0
37.13,53.25,31.79,612.99,497.47,0
39.27,39.07,41.94,323.63,639.6,0
50.19,56.5,31.81,138.32,1069.26,0
47.07,38.78,26.85,58.91,11.08,0
12.94,40.04,54.33,908.76,1698.52,0
48.05,35.23,32.84,18.46,159.85,0
23.62,63.24,53.45,1503.24,716.17,0
41.8,42.54,51.55,345.02,63.38,0
26.66,48.72,57.7,822.51,2000.0,0
52.54,65.27,26.06,1250.4,248.03,0
44.28,47.79,40.38,3557.75,350.15,0
39.32,50.53,53.53,237.31,1022.47,0
52.73,62.36,54.67,114.41,801.42,0
16.77,66.69,53.71,104.76,56.74,0
23.12,46.12,33.2,963.99,844.46,0
45.42,30.88,40.19,288.32,312.0,0
36.65,48.72,36.47,967.93,50.75,0
37.06,37.22,34.88,109.18,1059.86,0
74.36,55.46,30.28,46.01,300.78,0
62.55,56.33,40.77,679.08,25.61,0
48.3,34.93,46.16,1021.42,524.61,0
52.45,26.29,40.29,391.98,55.38,0
40.23,33.03,22.05,1699.47,177.89,0
57.83,56.35,35.94,121.66,85.24,0
36.21,47.44,32.51,2822.81,22.05,0
60.11,53.25,46.79,2213.64,186.34,0
52.63,50.61,47.92,568.81,324.49,0
58.02,45.38,63.0,2145.64,272.8,0
35.23,53.34,56.17,232.33,136.05,0
45.69,56.89,36.78,194.33,540.36,0
31.4,51.19,44.34,1499.35,30.76,0
21.21,53.63,23.16,552.8,47.38,0
28.0,33.77,39.02,578.58,1108.65,0
32.88,36.57,57.62,409.64,120.23,0
50.64,65.94,31.54,605.84,216.11,0
85.66,96.85,91.71,5157.67,2827.55,1
6.69,23.88,45.36,193.3,1252.45,0
34.8,31.95,39.79,1230.37,343.06,0
33.45,30.07,30.87,1147.13,433.53,0
65.04,33.28,39.53,848.43,24.55,0
39.41,62.92,36.47,865.01,131.47,0
32.97,57.3,42.65,1191.48,332.56,0
26.14,48.77,25.93,1093.88,733.62,0
41.56,40.42,28.14,898.51,205.21,0
30.19,41.83,30.74,1154.07,33.11,0
21.79,44.89,26.86,2887.61,172.19,0
45.94,57.24,23.28,1115.61,372.01,0
74.8,39.08,31.43,835.71,685.67,0
37.63,51.8,17.8,385.76,265.88,0
55.87,32.7,35.78,987.78,1332.47,0
29.61,43.03,31.58,117.67,171.32,0
47.05,44.7,44.31,294.18,1043.21,0
39.71,27.83,20.87,172.27,450.63,0
28.14,41.16,35.79,43.55,419.24,0
26.09,32.98,48.73,326.22,119.13,0
37.41,36.54,39.97,128.22,155.99,0
65.9,34.37,36.25,178.73,779.53,0
25.47,60.34,22.74,163.35,514.51,0
49.36,50.71,45.16,3148.3,38.88,0
36.54,62.37,36.37,416.06,723.99,0
39.36,35.93,31.77,162.65,125.61,0
42.2,57.98,33.12,1101.62,3.4,0
47.63,53.34,42.15,366.81,148.33,0
22.85,47.52,43.14,968.19,395.05,0
43.77,44.92,29.49,847.66,346.62,0
64.96,32.64,38.61,2841.51,199.13,0
91.94,83.37,80.8,6731.8,4136.88,1
42.86,44.03,32.65,476.11,64.78,0
51.35,42.19,51.72,1195.33,609.41,0
21.24,70.0,26.14,17.5,109.56,0
40.65,44.62,20.75,378.67,678.29,0
42.18,22.43,26.87,330.8,136.25,0
22.78,59.16,21.34,1026.92,313.14,0
56.71,52.5,47.86,1296.98,238.1,0
67.81,49.07,37.16,231.22,666.11,0
33.23,46.51,36.01,3311.12,604.96,0
24.78,34.79,28.92,1052.07,250.82,0
35.62,35.8,49.08,471.34,53.78,0
72.13,41.7,49.22,308.27,27.81,0
25.11,42.05,36.44,372.08,150.29,0
43.38,99.29,56.44,104.18,329.49,1
49.56,42.4,40.97,2408.67,57.66,0
64.44,32.81,36.27,1441.16,1026.07,0
38.25,51.92,54.3,729.8,608.04,0
53.67,45.96,51.46,1315.27,159.8,0
26.58,42.23,45.08,335.5,797.49,0
55.81,53.7,30.83,104.8,496.08,0
35.17,54.32,32.0,1510.68,485.06,0
16.24,47.88,50.89,782.24,188.72,0
34.96,36.52,44.32,140.94,97.36,0
52.79,50.28,58.07,510.68,525.17,0
5.0,22.88,38.73,1043.16,341.16,0
22.25,36.77,35.78,2068.43,1103.87,0
38.43,24.47,39.82,2413.82,273.88,0
13.36,38.34,22.45,619.5,116.29,0
31.33,59.34,55.27,66.2,417.52,0
49.33,50.34,26.14,843.51,250.43,0
43.74,35.86,45.11,177.94,74.93,0
41.63,23.75,43.44,264.86,559.32,0
33.18,44.0,32.12,1023.2,105.74,0
43.62,62.03,59.73,322.06,1422.28,0
44.15,51.6,33.39,1296.06,313.64,0
37.48,66.01,45.74,454.79,277.2,0
29.97,44.58,43.09,481.87,230.72,0
13.09,29.12,31.74,1805.53,492.12,0
24.31,60.24,39.62,238.08,137.44,0
36.45,38.92,15.0,3385.53,328.77,0
46.14,29.58,55.9,2264.16,717.2,0
36.11,58.04,29.97,235.92,38.31,0
17.22,39.85,26.81,2832.0,209.96,0
46.0,54.41,26.15,751.74,565.63,0
34.59,45.82,34.89,1490.52,167.17,0
30.51,40.6,45.8,355.06,160.83,0
31.45,49.67,54.8,3296.33,222.47,0
49.98,56.9,45.96,445.74,277.91,0
27.23,53.04,39.11,363.71,413.61,0
49.19,70.0,45.22,437.94,275.98,0
50.03,32.04,44.89,1454.15,44.32,0
41.23,30.0,39.96,749.95,175.25,0
94.51,33.76,33.67,2187.07,412.48,1
39.17,66.2,51.22,48.23,271.02,0
97.91,86.21,82.35,4903.66,4882.88,1
73.19,46.52,42.0,456.39,538.84,0
29.83,58.53,27.67,304.05,127.62,0
28.25,50.75,28.07,2118.87,224.96,0
55.19,58.29,36.84,1171.77,509.35,0
96.42,45.14,53.1,73.55,1032.73,1
43.53,36.98,38.14,367.42,176.32,0
43.62,26.59,44.52,2342.05,548.74,0
19.52,55.16,32.43,237.03,129.82,0
61.1,63.69,45.25,1200.16,370.36,0
42.7,56.57,15.0,3591.47,161.8,0
48.86,17.81,53.16,544.09,330.56,0
44.15,44.65,32.11,461.72,304.33,0
24.91,47.38,41.82,384.42,192.89,0
9.89,31.14,45.6,51.05,294.42,0
53.34,47.11,42.02,14.62,119.97,0
29.05,95.44,53.61,336.94,686.05,1
40.38,41.4,46.88,1303.21,616.74,0
47.73,32.69,40.1,624.5,22.49,0
52.74,33.98,38.26,807.71,25.67,0
47.4,53.08,36.2,1693.03,124.98,0
55.76,40.87,49.7,490.6,3.9,0
19.0,22.07,39.26,1359.61,22.32,0
19.28,60.29,41.55,684.69,172.06,0
42.54,37.8,43.16,464.04,119.41,0
43.13,51.45,39.03,1765.53,341.8,0
64.74,39.23,41.11,442.48,799.68,0
37.29,54.21,36.33,399.3,519.58,0
11.75,69.93,46.18,454.14,986.17,0
65.66,32.66,41.35,558.17,638.18,0
32.54,49.99,41.5,1403.78,736.67,0
59.57,44.86,38.27,2007.42,199.87,0
8.17,55.37,55.48,375.21,39.11,0
37.6,58.95,31.4,1234.79,232.06,0
18.92,29.42,59.19,162.86,121.56,0
45.93,47.51,44.55,25.01,26.86,0
45.08,38.46,18.76,171.71,277.92,0
93.39,53.73,47.8,55.97,165.19,1
58.94,60.85,52.08,337.15,0.58,0
25.95,37.89,17.86,569.42,478.41,0
54.23,40.38,39.04,1334.47,198.9,0
42.11,42.16,40.62,15.69,58.81,0
54.46,54.95,37.39,1229.2,155.18,0
51.62,69.27,39.67,758.76,504.64,0
59.65,28.83,36.44,154.2,112.16,0
68.06,26.69,45.24,1573.18,973.09,0
90.29,37.89,36.39,445.88,401.52,1
19.71,60.87,40.17,1372.02,134.02,0
35.14,53.97,43.02,212.43,942.75,0
29.85,49.1,33.29,158.99,2000.0,0
60.12,25.61,36.94,543.73,270.23,0
23.13,38.72,41.78,554.49,29.72,0
53.31,34.67,37.11,26.27,392.61,0
62.75,59.51,37.58,169.67,8.82,0
50.83,38.39,42.24,707.0,49.81,0
29.32,47.75,43.78,1376.93,59.62,0
42.63,40.54,31.19,752.09,292.64,0
32.92,44.62,35.03,95.13,95.65,0
33.44,48.54,27.74,116.61,617.07,0
54.33,50.9,36.48,20.49,128.95,0
49.71,34.31,49.91,894.15,234.44,0
10.03,46.05,41.86,55.54,266.29,0
46.67,37.04,41.23,467.49,618.69,0
61.62,42.63,15.0,1660.87,432.49,0
49.78,45.02,54.55,693.3,96.67,0
30.07,48.57,45.07,140.35,127.34,0
37.56,46.96,47.63,48.21,766.32,0
30.97,30.17,48.23,88.1,189.92,0
37.24,30.42,32.92,89.4,7.03,0
46.95,43.31,55.04,3634.13,250.92,0
27.06,29.55,39.55,18.06,107.38,0
16.85,35.84,43.4,309.11,39.47,0
85.36,93.84,85.88,4854.08,2229.01,1
70.84,35.23,15.0,1263.67,215.5,0
30.13,57.6,50.83,3429.36,115.52,0
59.01,54.33,33.32,1545.9,1190.6,0
64.43,44.32,24.83,6.52,84.04,0
33.03,60.0,38.6,844.29,258.28,0
30.87,32.44,27.16,1566.5,123.88,0
43.74,60.09,25.64,111.83,34.14,0
51.35,64.09,29.44,382.4,1429.16,0
27.59,34.44,36.92,550.43,369.16,0
10.76,49.61,51.4,1276.88,17.14,0
75.0,26.43,45.45,893.98,118.65,0
45.79,53.76,41.46,208.91,191.4,0
29.62,37.13,39.63,512.99,33.26,0
23.92,42.41,45.64,1390.29,42.51,0
61.96,19.17,55.59,748.14,611.08,0
64.53,47.28,43.31,332.42,160.18,0
48.53,35.93,41.63,613.47,584.64,0
59.18,57.72,45.49,82.79,361.49,0
32.81,49.74,25.66,518.55,343.61,0
16.48,36.09,41.7,197.35,508.69,0
38.27,30.62,43.75,410.82,324.79,0
27.04,14.62,21.17,1967.94,1391.34,0
32.93,47.72,31.2,709.48,475.82,0
47.24,49.41,46.19,487.48,252.96,0
37.57,43.46,33.37,950.76,288.67,0
58.13,59.18,33.36,1114.19,246.55,0
24.11,28.12,37.74,1729.07,205.73,0
48.93,30.62,45.99,630.57,269.12,0
29.61,46.51,39.19,397.21,255.9,0
52.7,66.67,47.07,256.22,36.4,0
52.83,36.85,25.45,1245.72,608.99,0
47.31,49.03,36.93,123.9,22.87,0
48.27,37.45,29.17,707.08,84.52,0
38.06,50.23,40.99,541.25,119.2,0
13.81,33.56,33.79,262.46,710.78,0
39.67,62.54,38.99,319.33,300.29,0
15.75,48.78,64.18,222.15,705.24,0
37.66,47.51,42.95,652.56,225.42,0
36.94,58.88,39.1,51.78,468.81,0
54.33,28.86,48.74,1778.54,1331.09,0
23.56,45.76,33.06,232.02,249.8,0
30.74,59.92,44.17,106.57,1785.34,0
26.83,35.4,39.48,114.55,43.6,0
17.82,54.94,31.72,317.74,20.4,0
48.37,52.29,26.91,32.76,99.24,0
39.33,48.18,39.62,79.44,792.92,0
52.21,46.82,33.86,87.56,1263.67,0
24.17,25.79,31.67,2865.66,641.03,0
24.04,43.36,32.5,141.68,616.76,0
31.88,94.12,50.87,1250.47,224.4,1
30.92,55.88,45.85,2.02,413.95,0
25.54,56.18,39.23,601.88,33.1,0
39.67,54.29,48.45,5.04,174.14,0
59.17,55.51,34.72,998.36,683.86,0
36.56,31.39,27.79,1055.8,2000.0,0
62.52,48.68,55.21,431.44,217.34,0
53.09,54.26,29.52,1122.6,564.34,0
32.26,42.14,45.13,572.2,96.69,0
